engagement_id,campaign_id,advisor_id,opened_email,attended_event,downloaded_materials,requested_followup,scheduled_meeting,engagement_score
E001210,C025,A0005,0,0,0,0,0,0
E001211,C025,A0009,0,0,0,0,0,6
E001212,C025,A0392,0,0,0,0,0,6
E001213,C025,A0022,1,0,0,0,0,11
E001214,C025,A0286,0,0,0,0,0,0
E001215,C025,A0102,0,0,0,0,0,0
E001216,C025,A0278,0,0,0,0,0,5
E001217,C025,A0287,1,0,0,0,0,12
E001218,C025,A0194,0,0,0,0,0,0
E001219,C025,A0329,1,0,0,0,0,10
E001220,C025,A0004,1,0,0,0,0,7
E001221,C025,A0024,1,0,0,0,0,9
E001222,C025,A0114,0,0,0,0,0,0
E001223,C025,A0241,0,0,0,0,0,6
E001224,C025,A0370,0,0,0,0,0,0
E001225,C025,A0318,1,0,0,0,0,12
E001226,C025,A0223,0,0,0,0,0,0
E001227,C025,A0184,0,0,0,0,0,3
E001228,C025,A0364,1,0,0,0,0,21
E001229,C025,A0358,0,0,0,0,0,1
E001230,C025,A0072,0,0,0,0,0,6
E001231,C025,A0107,1,0,1,0,0,28
E001232,C025,A0386,0,0,0,0,0,0
E001233,C025,A0250,0,0,0,0,0,0
E001234,C025,A0347,0,0,0,0,0,10
E001235,C025,A0275,0,0,0,0,0,7
E001236,C025,A0296,0,0,0,0,0,0
E001237,C025,A0261,1,0,0,0,0,10
E001238,C025,A0095,1,0,0,0,0,22
E001239,C025,A0038,1,0,0,0,0,13
E001240,C025,A0269,0,0,0,0,0,0
E001241,C025,A0353,0,0,0,0,0,3
E001242,C025,A0385,1,0,1,0,0,26
E001243,C025,A0037,0,0,0,0,0,12
E001244,C025,A0046,1,0,0,0,0,8
E001245,C025,A0283,0,0,0,0,0,13
E001246,C025,A0088,1,0,0,0,0,16
E001247,C025,A0147,0,0,0,0,0,0
E001248,C025,A0002,0,0,0,0,0,12
E001249,C025,A0094,0,0,0,0,0,7
E001250,C025,A0091,1,0,0,0,0,20
E001251,C025,A0344,1,0,1,0,0,21
E001252,C025,A0172,1,0,0,0,0,3
E001253,C025,A0003,0,0,0,0,0,6
E001254,C025,A0372,0,0,0,0,0,0
E001255,C025,A0081,0,0,0,0,0,2
E001256,C025,A0199,0,0,0,0,0,6
E001257,C025,A0011,0,0,0,0,0,9
E001258,C025,A0176,1,0,0,0,0,18
E001259,C025,A0264,0,0,0,0,0,7
E001260,C025,A0128,0,0,0,0,0,1
E001261,C025,A0243,1,0,0,0,0,9
E001262,C025,A0279,0,0,0,0,0,4
E001263,C025,A0190,1,0,0,0,0,18
E001264,C025,A0039,0,0,0,0,0,0
E001265,C025,A0109,0,0,0,0,0,0
E001266,C025,A0155,0,0,0,0,0,5
E001267,C025,A0131,0,0,0,0,0,8
E001268,C025,A0319,0,0,0,0,0,1
E001269,C025,A0252,0,0,0,0,0,0
E001270,C025,A0259,0,0,0,0,0,0
E001271,C025,A0328,0,0,0,0,0,1
E001272,C025,A0291,0,0,0,0,0,0
E001273,C025,A0068,0,0,0,0,0,0
E001274,C025,A0317,0,0,0,0,0,0
E001275,C025,A0041,0,0,0,0,0,0
E001276,C025,A0065,0,0,0,0,0,0
E001277,C025,A0019,1,0,0,0,0,28
E001278,C025,A0186,1,0,0,0,0,4
E001279,C025,A0145,0,0,0,0,0,0
E001280,C025,A0016,0,0,0,0,0,7
E001281,C025,A0299,0,0,0,0,0,7
E001282,C025,A0197,1,0,0,0,0,20
E001283,C025,A0129,1,0,0,0,0,3
E001284,C025,A0053,0,0,0,0,0,4
E001285,C025,A0177,0,0,0,0,0,0
E001286,C025,A0244,0,0,0,0,0,5
E001287,C025,A0342,0,0,0,0,0,7
E001288,C025,A0320,0,0,0,0,0,2
E001289,C025,A0212,1,0,0,0,0,19
E001290,C025,A0167,0,0,0,0,0,1
E001291,C025,A0169,1,0,0,0,0,9
E001292,C025,A0339,0,0,0,0,0,1
E001293,C025,A0158,1,0,0,0,0,21
E001294,C025,A0160,1,0,0,0,0,1
E001295,C025,A0270,1,0,0,0,0,12
E001296,C026,A0250,1,0,1,1,0,56
E001297,C026,A0051,0,0,0,0,0,5
E001298,C026,A0376,1,1,0,0,0,36
E001299,C026,A0266,1,1,0,0,0,32
E001300,C026,A0357,1,0,0,0,0,15
E001301,C026,A0294,1,1,0,0,0,34
E001302,C026,A0283,1,1,0,0,0,48
E001303,C026,A0003,1,0,0,0,0,1
E001304,C026,A0249,1,1,0,0,0,39
E001305,C026,A0260,1,0,0,0,0,12
E001306,C026,A0099,0,0,0,0,0,0
E001307,C026,A0096,0,0,0,0,0,1
E001308,C026,A0031,0,0,0,0,0,6
E001309,C026,A0006,1,0,0,0,0,14
E001310,C026,A0110,0,0,0,0,0,0
E001311,C026,A0245,1,1,0,1,0,65
E001312,C026,A0032,0,0,0,0,0,12
E001313,C026,A0009,0,0,0,0,0,0
E001314,C026,A0274,0,0,0,0,0,6
E001315,C026,A0241,1,0,0,0,0,13
E001316,C027,A0300,1,0,0,0,0,14
E001317,C027,A0101,0,0,0,0,0,9
E001318,C027,A0086,1,1,0,1,0,51
E001319,C027,A0243,1,1,1,0,0,56
E001320,C027,A0381,0,0,0,0,0,0
E001321,C027,A0267,1,0,0,0,0,4
E001322,C027,A0338,0,0,0,0,0,6
E001323,C027,A0279,1,0,1,0,0,36
E001324,C027,A0154,0,0,0,0,0,1
E001325,C027,A0137,0,0,0,0,0,7
E001326,C027,A0100,1,0,1,0,0,25
E001327,C027,A0276,1,0,0,0,0,9
E001328,C027,A0387,0,0,0,0,0,5
E001329,C027,A0012,0,0,0,0,0,0
E001330,C027,A0314,1,0,0,0,0,2
E001331,C027,A0268,1,1,0,1,0,62
E001332,C027,A0111,0,0,0,0,0,0
E001333,C027,A0193,1,1,0,0,0,48
E001334,C027,A0092,1,0,1,0,0,32
E001335,C027,A0014,1,0,0,0,0,7
E001336,C027,A0039,1,1,1,1,1,93
E001337,C027,A0118,0,0,0,0,0,0
E001338,C027,A0291,1,0,0,0,0,22
E001339,C027,A0396,0,0,0,0,0,2
E001340,C027,A0196,1,1,0,0,0,36
E001341,C027,A0109,1,0,0,0,0,6
E001342,C027,A0075,1,0,0,0,0,5
E001343,C027,A0159,1,1,1,0,0,64
E001344,C027,A0257,0,0,0,0,0,5
E001345,C027,A0296,1,0,0,0,0,11
E001346,C027,A0019,0,0,0,0,0,0
E001347,C027,A0194,0,0,0,0,0,3
E001348,C027,A0393,0,0,0,0,0,0
E001349,C027,A0045,1,1,1,0,0,46
E001350,C027,A0142,1,0,1,0,0,36
E001351,C027,A0095,0,0,0,0,0,0
E001352,C027,A0384,1,1,0,0,0,34
E001353,C027,A0191,0,0,0,0,0,7
E001354,C027,A0389,1,1,1,0,0,62
E001355,C027,A0013,1,0,0,0,0,15
E001356,C027,A0326,0,0,0,0,0,0
E001357,C027,A0371,1,0,1,0,0,28
E001358,C027,A0342,1,0,0,0,0,0
E001359,C027,A0292,1,0,0,0,0,0
E001360,C027,A0028,1,0,0,0,0,1
E001361,C027,A0244,1,1,1,1,1,100
E001362,C027,A0085,1,1,0,1,0,47
E001363,C027,A0280,1,1,0,1,1,83
E001364,C027,A0079,1,1,0,0,0,31
E001365,C027,A0189,0,0,0,0,0,4
E001366,C027,A0366,1,1,0,0,0,43
E001367,C027,A0275,0,0,0,0,0,0
E001368,C027,A0023,0,0,0,0,0,0
E001369,C027,A0168,0,0,0,0,0,0
E001370,C028,A0234,0,0,0,0,0,0
E001371,C028,A0123,0,0,0,0,0,0
E001372,C028,A0236,0,0,0,0,0,0
E001373,C028,A0128,1,0,1,0,0,32
E001374,C028,A0299,0,0,0,0,0,0
E001375,C028,A0255,1,0,0,0,0,7
E001376,C028,A0135,1,0,0,0,0,2
E001377,C028,A0266,0,0,0,0,0,3
E001378,C028,A0233,0,0,0,0,0,8
E001379,C028,A0205,1,0,0,0,0,3
E001380,C028,A0167,1,0,0,0,0,0
E001381,C028,A0331,1,0,0,0,0,6
E001382,C028,A0357,1,0,1,1,0,56
E001383,C028,A0051,1,0,0,0,0,7
E001384,C028,A0052,0,0,0,0,0,10
E001385,C028,A0256,1,0,1,0,0,31
E001386,C028,A0148,1,0,1,1,0,53
E001387,C028,A0094,1,0,1,0,0,25
E001388,C028,A0114,1,0,0,0,0,3
E001389,C028,A0103,1,0,0,0,0,19
E001390,C028,A0274,0,0,0,0,0,0
E001391,C028,A0325,0,0,0,0,0,0
E001392,C028,A0283,1,0,0,0,0,22
E001393,C028,A0249,0,0,0,0,0,0
E001394,C028,A0215,1,0,0,0,0,0
E001395,C028,A0147,0,0,0,0,0,0
E001396,C028,A0225,0,0,0,0,0,8
E001397,C028,A0063,1,0,0,0,0,8
E001398,C028,A0096,1,0,0,0,0,0
E001399,C028,A0151,0,0,0,0,0,0
E001400,C028,A0176,0,0,0,0,0,14
E001401,C028,A0372,0,0,0,0,0,5
E001402,C028,A0032,0,0,0,0,0,0
E001403,C028,A0382,1,0,0,0,0,13
E001404,C028,A0339,0,0,0,0,0,10
E001405,C028,A0138,0,0,0,0,0,12
E001406,C028,A0133,0,0,0,0,0,2
E001407,C028,A0177,0,0,0,0,0,0
E001408,C028,A0040,0,0,0,0,0,2
