activity_id,activity_date,advisor_id,rm_id,activity_type,product_discussed,asset_class_discussed,engagement_score,next_step_required,completed_followup,days_to_followup,meeting_duration_minutes
AC003228,2025-07-23,A0143,RM009,In-person Meeting,Direct Lending Income Fund V,Private Credit,96,Yes,Yes,28.0,57
AC003229,2026-02-10,A0256,RM015,Portfolio Review,Value-Add Real Estate Fund IV,Real Estate,64,No,No,,63
AC003230,2025-11-15,A0203,RM006,Webinar,Growth Equity Partners III,Private Equity,52,No,No,,54
AC003231,2025-10-25,A0399,RM006,Portfolio Review,Real Estate Income Fund II,Real Estate,48,No,No,,58
AC003232,2025-10-09,A0062,RM016,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,85,No,No,,51
AC003233,2026-03-29,A0374,RM009,Product Education,Direct Lending Income Fund V,Private Credit,61,Yes,Yes,22.0,58
AC003234,2025-12-15,A0157,RM016,Intro Call,Growth Equity Partners III,Private Equity,71,No,No,,27
AC003235,2025-06-08,A0186,RM006,Webinar,Real Estate Income Fund II,Real Estate,62,No,No,,49
AC003236,2025-08-27,A0210,RM012,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,38,No,No,,78
AC003237,2025-11-05,A0100,RM006,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,64,Yes,Yes,14.0,20
AC003238,2026-03-19,A0387,RM006,Due Diligence Meeting,Senior Direct Lending Fund VI,Private Credit,72,No,No,,103
AC003239,2025-10-16,A0365,RM011,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,80,Yes,Yes,2.0,58
AC003240,2026-02-03,A0391,RM012,Intro Call,Real Estate Income Fund II,Real Estate,43,No,No,,22
AC003241,2025-11-18,A0400,RM006,Follow-up Call,Opportunistic Credit Fund II,Private Credit,85,Yes,Yes,19.0,42
AC003242,2025-12-19,A0273,RM012,Product Education,Opportunistic Real Estate Fund VI,Real Estate,74,Yes,Yes,28.0,39
AC003243,2025-09-04,A0182,RM013,Follow-up Call,Opportunistic Credit Fund II,Private Credit,36,Yes,Yes,12.0,34
AC003244,2025-09-21,A0342,RM003,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,64,Yes,Yes,9.0,69
AC003245,2025-06-28,A0013,RM011,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,35,No,No,,32
AC003246,2026-04-25,A0338,RM007,Product Education,Opportunistic Credit Fund II,Private Credit,57,No,No,,24
AC003247,2026-03-10,A0198,RM014,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,62,Yes,Yes,27.0,20
AC003248,2026-03-31,A0274,RM001,In-person Meeting,Growth Equity Partners III,Private Equity,58,Yes,Yes,16.0,96
AC003249,2025-05-31,A0146,RM016,Intro Call,Global Infrastructure Partners IV,Infrastructure,72,Yes,Yes,22.0,10
AC003250,2025-07-31,A0143,RM009,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,70,Yes,Yes,28.0,47
AC003251,2025-12-17,A0017,RM002,Due Diligence Meeting,Growth Equity Partners III,Private Equity,75,Yes,Yes,19.0,75
AC003252,2026-02-26,A0171,RM016,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,67,Yes,Yes,8.0,37
AC003253,2025-05-05,A0160,RM002,Portfolio Review,Value-Add Real Estate Fund IV,Real Estate,90,Yes,No,9.0,81
AC003254,2025-09-28,A0085,RM002,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,77,Yes,Yes,14.0,49
AC003255,2025-05-22,A0095,RM003,Intro Call,Senior Direct Lending Fund VI,Private Credit,64,No,No,,29
AC003256,2025-09-30,A0234,RM008,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,70,Yes,Yes,8.0,36
AC003257,2026-03-28,A0121,RM010,Intro Call,Value-Add Real Estate Fund IV,Real Estate,66,Yes,Yes,29.0,21
AC003258,2025-10-10,A0336,RM005,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,64,Yes,Yes,19.0,37
AC003259,2026-01-20,A0040,RM001,Intro Call,Private Equity Buyout Fund VII,Private Equity,63,No,No,,19
AC003260,2025-08-18,A0232,RM012,Intro Call,Senior Direct Lending Fund VI,Private Credit,44,Yes,Yes,29.0,33
AC003261,2026-04-25,A0058,RM007,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,53,No,No,,37
AC003262,2025-07-06,A0210,RM012,In-person Meeting,Direct Lending Income Fund V,Private Credit,66,No,No,,58
AC003263,2026-03-23,A0221,RM001,Webinar,Global Infrastructure Partners IV,Infrastructure,55,No,No,,72
AC003264,2025-09-21,A0259,RM007,In-person Meeting,Direct Lending Income Fund V,Private Credit,70,No,No,,112
AC003265,2025-12-18,A0172,RM009,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,62,No,No,,82
AC003266,2025-05-23,A0202,RM002,Product Education,Global Infrastructure Partners IV,Infrastructure,81,Yes,Yes,12.0,39
AC003267,2026-03-14,A0065,RM005,Intro Call,Senior Direct Lending Fund VI,Private Credit,85,Yes,No,5.0,20
AC003268,2025-10-19,A0186,RM006,Intro Call,Direct Lending Income Fund V,Private Credit,50,No,No,,35
AC003269,2025-09-29,A0145,RM006,Portfolio Review,Opportunistic Credit Fund II,Private Credit,62,Yes,Yes,13.0,93
AC003270,2026-02-01,A0271,RM014,Webinar,Core Infrastructure Income Fund III,Infrastructure,49,Yes,No,4.0,66
AC003271,2025-10-22,A0174,RM016,Product Education,Senior Direct Lending Fund VI,Private Credit,68,No,No,,30
AC003272,2025-12-14,A0318,RM005,In-person Meeting,Direct Lending Income Fund V,Private Credit,92,Yes,Yes,19.0,88
AC003273,2025-11-13,A0171,RM016,Portfolio Review,Value-Add Real Estate Fund IV,Real Estate,59,Yes,Yes,15.0,74
AC003274,2026-02-17,A0090,RM014,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,54,No,No,,33
AC003275,2025-09-17,A0103,RM005,Webinar,Senior Direct Lending Fund VI,Private Credit,48,No,No,,56
AC003276,2026-01-01,A0021,RM010,Due Diligence Meeting,Real Estate Income Fund II,Real Estate,86,Yes,Yes,4.0,88
AC003277,2025-07-17,A0215,RM005,Webinar,Growth Equity Partners III,Private Equity,71,Yes,No,4.0,43
AC003278,2025-07-14,A0336,RM005,Intro Call,Value-Add Real Estate Fund IV,Real Estate,60,No,No,,38
AC003279,2025-09-11,A0312,RM009,Intro Call,Real Estate Income Fund II,Real Estate,70,No,No,,40
AC003280,2026-02-12,A0174,RM016,Product Education,Opportunistic Credit Fund II,Private Credit,45,Yes,No,10.0,30
AC003281,2025-09-12,A0071,RM003,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,49,No,No,,31
AC003282,2026-03-09,A0343,RM004,Portfolio Review,Real Estate Income Fund II,Real Estate,70,Yes,Yes,18.0,82
AC003283,2026-03-18,A0025,RM011,Follow-up Call,Direct Lending Income Fund V,Private Credit,53,No,No,,33
AC003284,2025-10-06,A0156,RM004,Webinar,Value-Add Real Estate Fund IV,Real Estate,34,Yes,Yes,7.0,56
AC003285,2025-10-22,A0343,RM004,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,68,Yes,Yes,15.0,48
AC003286,2025-08-05,A0154,RM002,In-person Meeting,Opportunistic Credit Fund II,Private Credit,69,Yes,Yes,15.0,55
AC003287,2026-03-25,A0042,RM009,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,63,Yes,Yes,15.0,93
AC003288,2025-05-07,A0100,RM006,Portfolio Review,Value-Add Real Estate Fund IV,Real Estate,77,Yes,Yes,18.0,88
AC003289,2025-08-04,A0239,RM003,Portfolio Review,Opportunistic Credit Fund II,Private Credit,80,Yes,Yes,13.0,83
AC003290,2025-11-18,A0054,RM003,Webinar,Global Infrastructure Partners IV,Infrastructure,69,Yes,Yes,28.0,54
AC003291,2025-06-14,A0265,RM001,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,60,Yes,No,3.0,33
AC003292,2025-05-12,A0174,RM016,Due Diligence Meeting,Real Estate Income Fund II,Real Estate,64,Yes,Yes,21.0,108
AC003293,2026-02-27,A0127,RM014,Webinar,Real Estate Income Fund II,Real Estate,66,No,No,,42
AC003294,2025-05-25,A0093,RM012,Follow-up Call,Opportunistic Credit Fund II,Private Credit,56,No,No,,28
AC003295,2025-06-17,A0333,RM006,Webinar,Growth Equity Partners III,Private Equity,35,Yes,No,12.0,49
AC003296,2025-12-30,A0155,RM011,Portfolio Review,Value-Add Real Estate Fund IV,Real Estate,61,Yes,Yes,6.0,94
AC003297,2025-08-22,A0299,RM006,Follow-up Call,Direct Lending Income Fund V,Private Credit,61,Yes,Yes,7.0,59
AC003298,2025-12-19,A0175,RM007,Follow-up Call,Direct Lending Income Fund V,Private Credit,59,Yes,No,5.0,43
AC003299,2026-02-25,A0033,RM009,Intro Call,Growth Equity Partners III,Private Equity,68,Yes,Yes,24.0,39
AC003300,2026-02-08,A0175,RM007,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,53,Yes,Yes,18.0,39
AC003301,2025-11-20,A0201,RM008,Product Education,Opportunistic Credit Fund II,Private Credit,95,Yes,Yes,25.0,42
AC003302,2025-05-24,A0183,RM014,Webinar,Opportunistic Credit Fund II,Private Credit,45,Yes,Yes,6.0,44
AC003303,2025-10-08,A0331,RM013,Webinar,Growth Equity Partners III,Private Equity,57,No,No,,34
AC003304,2025-05-22,A0364,RM003,Due Diligence Meeting,Private Equity Buyout Fund VII,Private Equity,80,Yes,Yes,5.0,98
AC003305,2025-05-21,A0322,RM006,Webinar,Senior Direct Lending Fund VI,Private Credit,36,No,No,,50
AC003306,2026-03-23,A0233,RM004,Intro Call,Direct Lending Income Fund V,Private Credit,30,Yes,Yes,19.0,14
AC003307,2025-10-22,A0217,RM006,Product Education,Global Infrastructure Partners IV,Infrastructure,55,No,No,,21
AC003308,2026-02-28,A0259,RM007,Webinar,Private Equity Buyout Fund VII,Private Equity,59,No,No,,56
AC003309,2025-05-11,A0108,RM008,Due Diligence Meeting,Opportunistic Real Estate Fund VI,Real Estate,62,Yes,Yes,15.0,67
AC003310,2025-09-09,A0328,RM013,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,36,Yes,No,8.0,33
AC003311,2026-03-20,A0343,RM004,Product Education,Opportunistic Credit Fund II,Private Credit,68,Yes,Yes,20.0,37
AC003312,2025-11-04,A0101,RM005,Intro Call,Opportunistic Credit Fund II,Private Credit,41,Yes,No,21.0,21
AC003313,2025-06-12,A0362,RM014,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,46,No,No,,41
AC003314,2026-03-14,A0342,RM003,Webinar,Real Estate Income Fund II,Real Estate,55,Yes,No,7.0,58
AC003315,2025-11-23,A0171,RM016,Portfolio Review,Core Infrastructure Income Fund III,Infrastructure,72,No,No,,66
AC003316,2025-11-01,A0363,RM012,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,87,Yes,Yes,9.0,34
AC003317,2025-07-25,A0044,RM005,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,68,Yes,Yes,4.0,44
AC003318,2025-08-15,A0015,RM005,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,98,Yes,Yes,8.0,99
AC003319,2025-12-31,A0134,RM006,Webinar,Direct Lending Income Fund V,Private Credit,28,Yes,No,6.0,47
AC003320,2025-10-01,A0228,RM009,In-person Meeting,Direct Lending Income Fund V,Private Credit,78,Yes,Yes,9.0,55
AC003321,2026-03-31,A0137,RM008,Intro Call,Opportunistic Credit Fund II,Private Credit,40,Yes,No,29.0,27
AC003322,2026-02-21,A0377,RM013,Portfolio Review,Senior Direct Lending Fund VI,Private Credit,47,No,No,,76
AC003323,2025-05-27,A0096,RM010,Webinar,Global Infrastructure Partners IV,Infrastructure,84,Yes,Yes,21.0,49
AC003324,2025-10-07,A0107,RM004,Due Diligence Meeting,Private Equity Buyout Fund VII,Private Equity,85,Yes,Yes,27.0,54
AC003325,2025-08-06,A0256,RM015,Follow-up Call,Growth Equity Partners III,Private Equity,44,No,No,,25
AC003326,2025-10-01,A0003,RM001,Intro Call,Senior Direct Lending Fund VI,Private Credit,38,No,No,,36
AC003327,2026-02-16,A0296,RM001,Webinar,Opportunistic Credit Fund II,Private Credit,64,Yes,Yes,12.0,46
AC003328,2025-12-12,A0146,RM016,In-person Meeting,Senior Direct Lending Fund VI,Private Credit,92,No,No,,96
AC003329,2026-01-11,A0396,RM016,Product Education,Opportunistic Credit Fund II,Private Credit,43,No,No,,45
AC003330,2025-10-15,A0280,RM004,Webinar,Real Estate Income Fund II,Real Estate,63,Yes,Yes,29.0,44
AC003331,2025-06-08,A0024,RM008,Intro Call,Growth Equity Partners III,Private Equity,42,Yes,Yes,20.0,41
AC003332,2026-03-28,A0034,RM014,Intro Call,Growth Equity Partners III,Private Equity,44,No,No,,24
AC003333,2025-08-25,A0033,RM009,Webinar,Direct Lending Income Fund V,Private Credit,50,Yes,Yes,21.0,43
AC003334,2025-07-26,A0382,RM010,Product Education,Private Equity Buyout Fund VII,Private Equity,65,Yes,No,16.0,36
AC003335,2026-02-28,A0277,RM006,Webinar,Real Estate Income Fund II,Real Estate,61,Yes,Yes,27.0,52
AC003336,2025-05-10,A0172,RM009,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,51,Yes,Yes,2.0,74
AC003337,2025-05-28,A0073,RM002,Intro Call,Opportunistic Credit Fund II,Private Credit,53,No,No,,36
AC003338,2026-03-31,A0347,RM003,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,46,Yes,Yes,6.0,76
AC003339,2025-10-26,A0073,RM002,In-person Meeting,Opportunistic Credit Fund II,Private Credit,77,Yes,Yes,7.0,87
AC003340,2025-08-19,A0286,RM008,Intro Call,Value-Add Real Estate Fund IV,Real Estate,44,No,No,,33
AC003341,2026-02-22,A0310,RM010,Intro Call,Growth Equity Partners III,Private Equity,35,No,No,,26
AC003342,2025-05-04,A0111,RM006,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,46,Yes,No,14.0,22
AC003343,2025-07-22,A0200,RM007,In-person Meeting,Real Estate Income Fund II,Real Estate,80,Yes,Yes,12.0,75
AC003344,2026-01-18,A0083,RM012,Webinar,Direct Lending Income Fund V,Private Credit,38,No,No,,57
AC003345,2025-07-28,A0147,RM016,Intro Call,Opportunistic Credit Fund II,Private Credit,56,Yes,No,13.0,32
AC003346,2026-01-30,A0388,RM012,Webinar,Real Estate Income Fund II,Real Estate,39,No,No,,63
AC003347,2026-04-05,A0280,RM004,Portfolio Review,Global Infrastructure Partners IV,Infrastructure,82,Yes,No,23.0,92
AC003348,2025-09-18,A0341,RM002,In-person Meeting,Senior Direct Lending Fund VI,Private Credit,89,Yes,Yes,13.0,85
AC003349,2025-12-28,A0215,RM005,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,80,Yes,Yes,23.0,63
AC003350,2025-10-23,A0092,RM009,In-person Meeting,Real Estate Income Fund II,Real Estate,81,Yes,No,7.0,53
AC003351,2026-01-01,A0289,RM008,Intro Call,Direct Lending Income Fund V,Private Credit,74,No,No,,17
AC003352,2026-03-17,A0199,RM014,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,74,Yes,No,10.0,57
AC003353,2025-07-06,A0063,RM016,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,62,No,No,,75
AC003354,2025-11-27,A0164,RM001,In-person Meeting,Direct Lending Income Fund V,Private Credit,69,No,No,,80
AC003355,2025-10-09,A0256,RM015,Intro Call,Value-Add Real Estate Fund IV,Real Estate,48,Yes,Yes,19.0,31
AC003356,2025-10-22,A0299,RM006,Portfolio Review,Global Infrastructure Partners IV,Infrastructure,90,Yes,Yes,26.0,71
AC003357,2025-10-15,A0093,RM012,In-person Meeting,Senior Direct Lending Fund VI,Private Credit,65,Yes,Yes,8.0,85
AC003358,2025-07-09,A0347,RM003,Follow-up Call,Real Estate Income Fund II,Real Estate,44,No,No,,44
AC003359,2025-11-19,A0147,RM016,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,62,Yes,No,13.0,52
AC003360,2025-09-26,A0102,RM002,Webinar,Core Infrastructure Income Fund III,Infrastructure,55,No,No,,39
AC003361,2026-01-23,A0071,RM003,Intro Call,Private Equity Buyout Fund VII,Private Equity,31,No,No,,42
AC003362,2025-07-11,A0326,RM014,Intro Call,Global Infrastructure Partners IV,Infrastructure,59,No,No,,45
AC003363,2025-10-13,A0138,RM016,Follow-up Call,Opportunistic Credit Fund II,Private Credit,78,No,No,,39
AC003364,2026-01-28,A0193,RM004,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,81,Yes,Yes,21.0,33
AC003365,2025-09-04,A0083,RM012,Due Diligence Meeting,Global Infrastructure Partners IV,Infrastructure,67,Yes,Yes,8.0,60
AC003366,2026-04-14,A0278,RM011,Portfolio Review,Growth Equity Partners III,Private Equity,70,Yes,Yes,10.0,49
AC003367,2025-10-18,A0319,RM014,Portfolio Review,Senior Direct Lending Fund VI,Private Credit,92,No,No,,52
AC003368,2025-06-30,A0130,RM009,Intro Call,Global Infrastructure Partners IV,Infrastructure,71,Yes,Yes,24.0,40
AC003369,2025-07-01,A0380,RM003,Product Education,Growth Equity Partners III,Private Equity,57,Yes,No,28.0,25
AC003370,2025-06-28,A0017,RM002,Product Education,Real Estate Income Fund II,Real Estate,59,Yes,Yes,28.0,46
AC003371,2025-10-10,A0047,RM011,Follow-up Call,Opportunistic Credit Fund II,Private Credit,64,Yes,Yes,14.0,33
AC003372,2025-12-25,A0236,RM006,Webinar,Opportunistic Credit Fund II,Private Credit,79,Yes,Yes,9.0,40
AC003373,2025-05-30,A0285,RM011,Product Education,Growth Equity Partners III,Private Equity,75,No,No,,44
AC003374,2025-11-18,A0096,RM010,Intro Call,Opportunistic Credit Fund II,Private Credit,66,Yes,Yes,7.0,41
AC003375,2026-02-08,A0222,RM010,In-person Meeting,Real Estate Income Fund II,Real Estate,82,Yes,Yes,29.0,47
AC003376,2025-10-29,A0121,RM010,In-person Meeting,Senior Direct Lending Fund VI,Private Credit,91,Yes,Yes,11.0,96
AC003377,2025-07-05,A0222,RM010,Intro Call,Direct Lending Income Fund V,Private Credit,59,Yes,Yes,24.0,37
AC003378,2026-02-26,A0267,RM007,Portfolio Review,Growth Equity Partners III,Private Equity,93,Yes,Yes,11.0,65
AC003379,2025-10-24,A0391,RM012,Due Diligence Meeting,Private Equity Buyout Fund VII,Private Equity,52,Yes,No,12.0,66
AC003380,2025-09-20,A0183,RM014,Intro Call,Growth Equity Partners III,Private Equity,44,No,No,,34
AC003381,2026-04-06,A0261,RM005,Product Education,Opportunistic Credit Fund II,Private Credit,69,Yes,Yes,15.0,34
AC003382,2025-07-27,A0232,RM012,Intro Call,Direct Lending Income Fund V,Private Credit,32,Yes,Yes,20.0,41
AC003383,2026-02-08,A0120,RM009,Webinar,Private Equity Buyout Fund VII,Private Equity,47,No,No,,50
AC003384,2025-08-03,A0096,RM010,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,64,Yes,Yes,18.0,33
AC003385,2026-03-07,A0398,RM007,In-person Meeting,Direct Lending Income Fund V,Private Credit,96,Yes,Yes,28.0,90
AC003386,2026-02-24,A0075,RM001,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,75,No,No,,77
AC003387,2025-10-24,A0323,RM016,In-person Meeting,Direct Lending Income Fund V,Private Credit,85,Yes,Yes,10.0,95
AC003388,2026-03-27,A0052,RM006,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,48,No,No,,21
AC003389,2026-03-17,A0326,RM014,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,57,Yes,Yes,14.0,75
AC003390,2025-08-05,A0068,RM004,Due Diligence Meeting,Private Equity Buyout Fund VII,Private Equity,76,Yes,No,2.0,99
AC003391,2025-12-05,A0389,RM004,Webinar,Value-Add Real Estate Fund IV,Real Estate,56,No,No,,39
AC003392,2025-07-19,A0278,RM011,Intro Call,Growth Equity Partners III,Private Equity,43,No,No,,37
AC003393,2025-11-15,A0033,RM009,Follow-up Call,Real Estate Income Fund II,Real Estate,64,Yes,Yes,17.0,34
AC003394,2025-11-16,A0280,RM004,Follow-up Call,Opportunistic Credit Fund II,Private Credit,64,Yes,Yes,23.0,44
AC003395,2025-11-24,A0241,RM014,Intro Call,Value-Add Real Estate Fund IV,Real Estate,32,Yes,Yes,7.0,39
AC003396,2025-09-06,A0128,RM002,In-person Meeting,Direct Lending Income Fund V,Private Credit,70,Yes,Yes,3.0,71
AC003397,2025-09-17,A0098,RM009,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,87,Yes,No,27.0,81
AC003398,2025-12-04,A0293,RM001,Webinar,Opportunistic Real Estate Fund VI,Real Estate,67,Yes,No,12.0,59
AC003399,2026-04-26,A0301,RM012,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,52,Yes,Yes,19.0,44
AC003400,2025-10-22,A0124,RM007,Portfolio Review,Global Infrastructure Partners IV,Infrastructure,81,Yes,Yes,21.0,56
AC003401,2025-07-09,A0347,RM003,Product Education,Global Infrastructure Partners IV,Infrastructure,49,Yes,No,15.0,37
AC003402,2025-09-14,A0102,RM002,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,60,Yes,No,4.0,57
AC003403,2025-12-24,A0029,RM002,Intro Call,Global Infrastructure Partners IV,Infrastructure,54,Yes,Yes,5.0,32
AC003404,2025-12-07,A0239,RM003,Product Education,Opportunistic Credit Fund II,Private Credit,68,Yes,Yes,10.0,40
AC003405,2025-10-05,A0037,RM013,In-person Meeting,Growth Equity Partners III,Private Equity,70,No,No,,68
AC003406,2026-01-11,A0105,RM004,Product Education,Private Equity Buyout Fund VII,Private Equity,57,No,No,,27
AC003407,2026-03-07,A0201,RM008,Webinar,Value-Add Real Estate Fund IV,Real Estate,89,Yes,Yes,22.0,57
AC003408,2026-03-20,A0108,RM008,In-person Meeting,Opportunistic Credit Fund II,Private Credit,52,No,No,,86
AC003409,2025-07-09,A0078,RM016,Follow-up Call,Growth Equity Partners III,Private Equity,74,Yes,Yes,4.0,40
AC003410,2025-06-27,A0285,RM011,Webinar,Private Equity Buyout Fund VII,Private Equity,51,No,No,,51
AC003411,2025-06-30,A0219,RM011,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,74,No,No,,116
AC003412,2025-08-14,A0340,RM016,Product Education,Value-Add Real Estate Fund IV,Real Estate,57,Yes,Yes,15.0,48
AC003413,2026-01-22,A0233,RM004,Intro Call,Direct Lending Income Fund V,Private Credit,45,Yes,Yes,19.0,23
AC003414,2026-04-08,A0193,RM004,Intro Call,Senior Direct Lending Fund VI,Private Credit,55,Yes,Yes,3.0,29
AC003415,2025-05-09,A0098,RM009,Intro Call,Opportunistic Credit Fund II,Private Credit,56,No,No,,21
AC003416,2025-12-14,A0323,RM016,Due Diligence Meeting,Global Infrastructure Partners IV,Infrastructure,75,No,No,,105
AC003417,2026-01-22,A0071,RM003,Due Diligence Meeting,Private Equity Buyout Fund VII,Private Equity,72,Yes,Yes,22.0,104
AC003418,2025-07-28,A0093,RM012,Intro Call,Global Infrastructure Partners IV,Infrastructure,51,Yes,Yes,29.0,16
AC003419,2025-06-23,A0340,RM016,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,51,Yes,Yes,2.0,53
AC003420,2025-10-31,A0301,RM012,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,73,Yes,No,17.0,24
AC003421,2025-12-14,A0248,RM013,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,52,Yes,Yes,5.0,38
AC003422,2026-02-21,A0019,RM006,Portfolio Review,Growth Equity Partners III,Private Equity,56,Yes,Yes,2.0,66
AC003423,2025-09-20,A0046,RM009,Due Diligence Meeting,Real Estate Income Fund II,Real Estate,77,No,No,,52
AC003424,2025-07-05,A0199,RM014,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,80,Yes,Yes,9.0,50
AC003425,2025-08-15,A0305,RM007,Product Education,Opportunistic Credit Fund II,Private Credit,49,Yes,Yes,17.0,18
AC003426,2025-05-05,A0186,RM006,Product Education,Private Equity Buyout Fund VII,Private Equity,70,Yes,Yes,23.0,64
AC003427,2025-10-08,A0009,RM010,Intro Call,Opportunistic Credit Fund II,Private Credit,62,Yes,Yes,2.0,40
AC003428,2025-08-10,A0067,RM016,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,60,Yes,No,5.0,45
AC003429,2025-12-08,A0236,RM006,Webinar,Direct Lending Income Fund V,Private Credit,73,Yes,Yes,10.0,40
AC003430,2025-09-12,A0281,RM009,Due Diligence Meeting,Growth Equity Partners III,Private Equity,72,No,No,,84
AC003431,2026-03-23,A0017,RM002,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,58,Yes,No,8.0,19
AC003432,2025-10-24,A0020,RM014,Portfolio Review,Opportunistic Credit Fund II,Private Credit,69,Yes,Yes,24.0,60
AC003433,2025-05-26,A0098,RM009,Product Education,Global Infrastructure Partners IV,Infrastructure,84,No,No,,40
AC003434,2025-08-11,A0031,RM010,Product Education,Real Estate Income Fund II,Real Estate,75,No,No,,39
AC003435,2025-09-04,A0217,RM006,Product Education,Opportunistic Credit Fund II,Private Credit,52,Yes,Yes,5.0,26
AC003436,2025-08-01,A0045,RM016,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,61,Yes,Yes,29.0,24
AC003437,2026-01-31,A0261,RM005,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,77,No,No,,66
AC003438,2026-01-23,A0317,RM011,Due Diligence Meeting,Opportunistic Credit Fund II,Private Credit,85,Yes,Yes,6.0,77
AC003439,2025-12-23,A0390,RM001,Intro Call,Private Equity Buyout Fund VII,Private Equity,54,Yes,Yes,3.0,23
AC003440,2025-05-06,A0381,RM004,Webinar,Real Estate Income Fund II,Real Estate,35,No,No,,66
AC003441,2026-01-22,A0103,RM005,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,53,No,No,,64
AC003442,2025-09-12,A0016,RM002,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,74,Yes,Yes,26.0,20
AC003443,2025-10-05,A0126,RM013,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,64,No,No,,77
AC003444,2026-01-04,A0287,RM006,Product Education,Opportunistic Real Estate Fund VI,Real Estate,73,Yes,Yes,25.0,35
AC003445,2025-05-14,A0026,RM011,Product Education,Growth Equity Partners III,Private Equity,50,Yes,Yes,13.0,20
AC003446,2025-09-29,A0141,RM003,Portfolio Review,Global Infrastructure Partners IV,Infrastructure,83,No,No,,89
AC003447,2025-05-21,A0113,RM003,Product Education,Direct Lending Income Fund V,Private Credit,65,Yes,No,5.0,20
AC003448,2026-02-25,A0080,RM006,Due Diligence Meeting,Senior Direct Lending Fund VI,Private Credit,87,No,No,,94
AC003449,2026-02-05,A0286,RM008,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,58,No,No,,74
AC003450,2025-07-28,A0267,RM007,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,68,No,No,,23
AC003451,2026-04-20,A0212,RM007,Follow-up Call,Opportunistic Credit Fund II,Private Credit,69,No,No,,27
AC003452,2025-11-23,A0364,RM003,Portfolio Review,Private Equity Buyout Fund VII,Private Equity,71,No,No,,43
AC003453,2025-09-18,A0036,RM008,Intro Call,Value-Add Real Estate Fund IV,Real Estate,57,Yes,Yes,8.0,31
AC003454,2025-08-23,A0054,RM003,Webinar,Private Equity Buyout Fund VII,Private Equity,70,Yes,Yes,5.0,41
AC003455,2026-03-22,A0150,RM006,Webinar,Global Infrastructure Partners IV,Infrastructure,59,No,No,,46
AC003456,2025-05-18,A0265,RM001,Follow-up Call,Growth Equity Partners III,Private Equity,55,No,No,,39
AC003457,2025-06-27,A0234,RM008,Portfolio Review,Private Equity Buyout Fund VII,Private Equity,71,No,No,,70
