opportunity_id,advisor_id,rm_id,fund_id,created_date,current_stage,expected_commitment,actual_commitment,close_date,days_to_close,probability,source_campaign_id,loss_reason
O00639,A0326,RM014,F007,2025-06-27,Lost,5000000,,2025-08-26,60.0,0,,Timing - Deferred
O00640,A0015,RM005,F001,2025-05-25,Interested,10750000,,,,25,,
O00641,A0062,RM016,F006,2025-06-06,Due Diligence,78000000,,,,50,C007,
O00642,A0250,RM010,F004,2026-03-02,Prospect,9750000,,,,10,,
O00643,A0040,RM001,F004,2025-08-02,Prospect,6250000,,,,10,,
O00644,A0017,RM002,F002,2025-08-26,Committed,11250000,11750000.0,2026-03-27,213.0,100,,
O00645,A0042,RM009,F010,2025-06-30,Lost,75000000,,2025-08-16,47.0,0,,Pricing/Fee Concerns
O00646,A0179,RM015,F009,2025-09-15,Soft Circle,5000000,,,,75,,
O00647,A0194,RM002,F002,2026-03-16,Soft Circle,18250000,,,,75,,
O00648,A0368,RM008,F005,2026-02-12,Interested,65750000,,,,25,,
O00649,A0166,RM013,F004,2025-07-06,Lost,2500000,,2025-11-26,143.0,0,,Liquidity Mismatch
O00650,A0202,RM002,F008,2025-10-06,Due Diligence,12000000,,,,50,,
O00651,A0324,RM008,F005,2025-07-26,Prospect,27250000,,,,10,,
O00652,A0324,RM008,F004,2025-08-04,Committed,65250000,69750000.0,2026-03-18,226.0,100,,
O00653,A0129,RM011,F009,2025-06-18,Due Diligence,72750000,,,,50,,
O00654,A0289,RM008,F007,2026-02-10,Lost,7000000,,2026-05-27,106.0,0,,Pricing/Fee Concerns
O00655,A0353,RM004,F010,2025-09-29,Interested,186000000,,,,25,,
O00656,A0327,RM004,F008,2025-12-24,Lost,196500000,,2026-04-22,119.0,0,C014,Client Risk Appetite
O00657,A0130,RM009,F001,2025-05-02,Committed,125750000,132500000.0,2025-10-01,152.0,100,,
O00658,A0294,RM012,F004,2025-08-25,Interested,7000000,,,,25,,
O00659,A0294,RM012,F004,2025-05-24,Due Diligence,2500000,,,,50,,
O00660,A0095,RM003,F009,2026-03-21,Prospect,57750000,,,,10,,
O00661,A0265,RM001,F007,2025-09-28,Interested,5000000,,,,25,,
O00662,A0035,RM002,F003,2026-02-28,Interested,163500000,,,,25,C014,
O00663,A0109,RM008,F003,2025-07-31,Lost,1000000,,2025-12-24,146.0,0,C010,Allocation Already Filled
O00664,A0011,RM014,F008,2025-10-09,Due Diligence,52000000,,,,50,C024,
O00665,A0051,RM010,F003,2025-08-09,Prospect,13500000,,,,10,,
O00666,A0041,RM008,F008,2025-12-18,Lost,15750000,,2026-04-21,124.0,0,,Liquidity Mismatch
O00667,A0377,RM013,F004,2026-01-24,Due Diligence,2500000,,,,50,,
O00668,A0064,RM011,F008,2025-07-28,Soft Circle,8000000,,,,75,,
O00669,A0029,RM002,F010,2026-01-05,Interested,1750000,,,,25,,
O00670,A0298,RM008,F004,2025-05-16,Soft Circle,167750000,,,,75,,
O00671,A0256,RM015,F004,2025-10-22,Due Diligence,8000000,,,,50,,
O00672,A0252,RM008,F002,2025-09-12,Due Diligence,10000000,,,,50,,
O00673,A0355,RM010,F010,2025-07-17,Interested,2750000,,,,25,,
O00674,A0264,RM003,F007,2026-01-19,Committed,5000000,4500000.0,2026-05-24,125.0,100,C027,
O00675,A0264,RM003,F009,2025-09-09,Due Diligence,8500000,,,,50,C003,
O00676,A0180,RM008,F007,2026-03-18,Soft Circle,5000000,,,,75,,
O00677,A0221,RM001,F010,2026-02-16,Prospect,13500000,,,,10,,
O00678,A0304,RM016,F001,2026-03-08,Due Diligence,7750000,,,,50,,
O00679,A0143,RM009,F004,2026-02-03,Prospect,2500000,,,,10,,
O00680,A0015,RM005,F008,2026-03-24,Committed,5250000,5500000.0,2026-08-27,156.0,100,,
O00681,A0168,RM013,F001,2026-01-18,Lost,5000000,,2026-05-05,107.0,0,,Timing - Deferred
O00682,A0149,RM014,F005,2025-07-06,Due Diligence,219250000,,,,50,C010,
O00683,A0071,RM003,F009,2025-08-31,Committed,47250000,42000000.0,2025-12-01,92.0,100,C013,
O00684,A0282,RM005,F004,2026-04-07,Due Diligence,7750000,,,,50,,
O00685,A0319,RM014,F003,2026-01-03,Soft Circle,219250000,,,,75,,
O00686,A0062,RM016,F003,2025-06-04,Soft Circle,51750000,,,,75,,
O00687,A0191,RM014,F005,2026-03-20,Soft Circle,1000000,,,,75,,
O00688,A0129,RM011,F003,2025-09-29,Due Diligence,48750000,,,,50,C013,
O00689,A0222,RM010,F007,2025-10-31,Prospect,76750000,,,,10,,
O00690,A0037,RM013,F004,2025-07-13,Due Diligence,12750000,,,,50,,
O00691,A0372,RM002,F004,2025-09-23,Committed,2500000,2250000.0,2025-12-01,69.0,100,C001,
O00692,A0025,RM011,F004,2025-10-20,Prospect,2500000,,,,10,,
O00693,A0327,RM004,F009,2025-12-05,Due Diligence,219250000,,,,50,,
O00694,A0075,RM001,F003,2025-07-11,Interested,1250000,,,,25,C011,
O00695,A0306,RM009,F005,2025-06-24,Prospect,17750000,,,,10,,
O00696,A0113,RM003,F001,2025-09-04,Prospect,15500000,,,,10,,
O00697,A0313,RM013,F001,2025-11-18,Due Diligence,7500000,,,,50,,
O00698,A0365,RM011,F003,2025-09-09,Lost,52000000,,2026-03-08,180.0,0,,Pricing/Fee Concerns
O00699,A0373,RM005,F010,2025-11-05,Due Diligence,9500000,,,,50,,
O00700,A0344,RM001,F001,2025-09-19,Interested,6250000,,,,25,C011,
O00701,A0168,RM013,F005,2025-05-08,Prospect,1000000,,,,10,C026,
O00702,A0169,RM010,F001,2025-12-12,Committed,5000000,5000000.0,2026-07-22,222.0,100,,
O00703,A0380,RM003,F009,2026-03-18,Due Diligence,37500000,,,,50,C010,
O00704,A0355,RM010,F004,2025-12-09,Soft Circle,2500000,,,,75,C005,
O00705,A0192,RM004,F008,2025-06-06,Due Diligence,66000000,,,,50,,
O00706,A0157,RM016,F001,2025-07-16,Prospect,27000000,,,,10,C016,
O00707,A0037,RM013,F009,2026-03-14,Lost,17000000,,2026-04-07,24.0,0,,Timing - Deferred
O00708,A0144,RM007,F001,2025-10-06,Prospect,18500000,,,,10,C007,
O00709,A0187,RM009,F006,2025-10-06,Due Diligence,102250000,,,,50,,
O00710,A0330,RM007,F001,2026-01-22,Soft Circle,7000000,,,,75,,
O00711,A0128,RM002,F001,2025-12-22,Due Diligence,5000000,,,,50,,
O00712,A0121,RM010,F004,2026-01-30,Committed,53750000,47250000.0,2026-06-30,151.0,100,,
O00713,A0011,RM014,F005,2025-10-18,Soft Circle,32250000,,,,75,,
O00714,A0016,RM002,F008,2025-09-26,Committed,133250000,135750000.0,2026-03-17,172.0,100,C010,
O00715,A0321,RM014,F001,2025-07-16,Due Diligence,5000000,,,,50,,
O00716,A0064,RM011,F007,2026-02-21,Prospect,7750000,,,,10,,
O00717,A0386,RM003,F010,2026-01-04,Soft Circle,96000000,,,,75,,
O00718,A0023,RM001,F002,2025-09-06,Soft Circle,18500000,,,,75,C028,
O00719,A0320,RM009,F003,2026-04-01,Due Diligence,1250000,,,,50,,
O00720,A0045,RM016,F006,2026-03-07,Interested,9250000,,,,25,,
O00721,A0251,RM007,F009,2026-02-03,Lost,5000000,,2026-05-02,88.0,0,C008,Timing - Deferred
O00722,A0301,RM012,F002,2026-01-09,Interested,25750000,,,,25,C014,
O00723,A0089,RM012,F007,2026-03-21,Prospect,17000000,,,,10,,
O00724,A0219,RM011,F007,2025-05-05,Prospect,6250000,,,,10,,
O00725,A0310,RM010,F009,2025-08-20,Lost,11750000,,2025-11-27,99.0,0,,Allocation Already Filled
O00726,A0066,RM002,F001,2026-03-21,Committed,73500000,78750000.0,2026-07-12,113.0,100,,
O00727,A0206,RM004,F002,2025-11-22,Due Diligence,22750000,,,,50,,
O00728,A0209,RM010,F001,2026-03-19,Committed,36250000,32250000.0,2026-08-29,163.0,100,,
O00729,A0305,RM007,F003,2025-06-27,Prospect,3250000,,,,10,,
O00730,A0144,RM007,F010,2025-05-22,Due Diligence,72750000,,,,50,,
O00731,A0255,RM014,F006,2025-10-01,Soft Circle,191750000,,,,75,,
O00732,A0379,RM010,F006,2025-07-10,Lost,2500000,,2025-12-11,154.0,0,C019,Timing - Deferred
O00733,A0282,RM005,F004,2026-02-28,Soft Circle,7500000,,,,75,,
O00734,A0007,RM004,F006,2025-09-25,Committed,145000000,139250000.0,2026-05-11,228.0,100,C023,
O00735,A0059,RM002,F006,2025-11-14,Interested,7500000,,,,25,C018,
O00736,A0157,RM016,F001,2026-01-17,Due Diligence,28750000,,,,50,C018,
O00737,A0160,RM002,F006,2025-05-15,Due Diligence,2500000,,,,50,C001,
O00738,A0130,RM009,F007,2025-07-19,Interested,209750000,,,,25,C013,
O00739,A0175,RM007,F004,2025-06-26,Interested,9000000,,,,25,C017,
O00740,A0376,RM012,F004,2025-08-05,Soft Circle,100250000,,,,75,C005,
O00741,A0319,RM014,F002,2025-11-22,Committed,213750000,208250000.0,2026-04-20,149.0,100,C028,
O00742,A0054,RM003,F005,2025-10-13,Prospect,46250000,,,,10,,
O00743,A0175,RM007,F010,2026-01-26,Interested,2750000,,,,25,,
O00744,A0270,RM012,F003,2025-08-02,Interested,1500000,,,,25,,
O00745,A0064,RM011,F002,2026-03-07,Interested,5000000,,,,25,,
O00746,A0020,RM014,F001,2025-07-25,Soft Circle,8250000,,,,75,C005,
O00747,A0383,RM010,F005,2026-03-15,Interested,22500000,,,,25,C008,
O00748,A0311,RM004,F003,2025-10-02,Due Diligence,18750000,,,,50,,
O00749,A0353,RM004,F008,2025-06-15,Prospect,305500000,,,,10,C004,
O00750,A0310,RM010,F009,2025-11-20,Soft Circle,10500000,,,,75,,
O00751,A0269,RM008,F001,2026-02-18,Lost,22750000,,2026-05-16,87.0,0,,Pricing/Fee Concerns
O00752,A0304,RM016,F007,2026-03-14,Committed,9250000,10000000.0,2026-05-25,72.0,100,C019,
O00753,A0207,RM008,F009,2026-03-13,Soft Circle,36750000,,,,75,,
O00754,A0101,RM005,F001,2025-07-12,Prospect,5000000,,,,10,C010,
O00755,A0037,RM013,F004,2025-08-14,Due Diligence,14000000,,,,50,,
O00756,A0235,RM005,F006,2026-01-10,Prospect,69000000,,,,10,,
O00757,A0087,RM013,F006,2025-07-06,Prospect,211250000,,,,10,,
O00758,A0327,RM004,F010,2025-07-30,Lost,165000000,,2025-10-23,85.0,0,C022,Competing Manager Selected
O00759,A0210,RM012,F004,2025-08-31,Interested,48000000,,,,25,C009,
O00760,A0399,RM006,F010,2025-06-01,Interested,4500000,,,,25,C004,
O00761,A0152,RM015,F003,2025-05-20,Committed,1500000,1500000.0,2025-07-28,69.0,100,,
O00762,A0165,RM011,F007,2026-02-19,Interested,83500000,,,,25,C012,
O00763,A0107,RM004,F010,2025-08-21,Committed,45000000,42750000.0,2026-01-29,161.0,100,,
O00764,A0114,RM016,F003,2025-08-24,Due Diligence,28250000,,,,50,,
O00765,A0189,RM015,F009,2025-06-28,Due Diligence,5000000,,,,50,,
O00766,A0026,RM011,F006,2025-10-13,Due Diligence,8500000,,,,50,C002,
O00767,A0331,RM013,F008,2025-06-08,Soft Circle,48000000,,,,75,,
O00768,A0039,RM001,F010,2025-12-24,Interested,55750000,,,,25,C010,
O00769,A0361,RM001,F006,2025-05-16,Prospect,32000000,,,,10,,
O00770,A0158,RM007,F004,2025-05-28,Prospect,12250000,,,,10,,
O00771,A0182,RM013,F010,2026-01-28,Prospect,1000000,,,,10,C008,
O00772,A0385,RM001,F010,2025-09-20,Interested,2750000,,,,25,C026,
O00773,A0294,RM012,F002,2025-07-01,Due Diligence,5000000,,,,50,C018,
O00774,A0111,RM006,F005,2025-05-20,Prospect,1750000,,,,10,C023,
O00775,A0121,RM010,F002,2025-05-23,Prospect,209000000,,,,10,,
O00776,A0058,RM007,F006,2025-07-11,Prospect,3750000,,,,10,C013,
O00777,A0253,RM004,F009,2026-02-05,Interested,18000000,,,,25,C015,
O00778,A0261,RM005,F010,2025-06-08,Soft Circle,1250000,,,,75,C018,
O00779,A0354,RM014,F003,2025-07-11,Due Diligence,16500000,,,,50,,
O00780,A0113,RM003,F009,2025-10-16,Interested,19000000,,,,25,,
O00781,A0027,RM006,F009,2025-05-07,Lost,50750000,,2025-07-28,82.0,0,,Competing Manager Selected
O00782,A0087,RM013,F002,2026-01-18,Prospect,179750000,,,,10,,
O00783,A0385,RM001,F002,2025-09-07,Committed,5000000,4500000.0,2025-11-20,74.0,100,,
O00784,A0396,RM016,F010,2026-01-25,Interested,8500000,,,,25,,
O00785,A0140,RM007,F004,2025-08-14,Due Diligence,4500000,,,,50,,
O00786,A0194,RM002,F009,2026-01-23,Prospect,24500000,,,,10,,
O00787,A0337,RM002,F005,2026-01-27,Prospect,73500000,,,,10,,
O00788,A0189,RM015,F008,2026-02-21,Lost,2500000,,2026-04-14,52.0,0,,Client Risk Appetite
O00789,A0383,RM010,F003,2025-12-25,Interested,20250000,,,,25,,
O00790,A0334,RM007,F001,2025-08-09,Lost,5000000,,2025-12-02,115.0,0,C005,Pricing/Fee Concerns
O00791,A0295,RM009,F002,2025-12-04,Prospect,32500000,,,,10,,
O00792,A0248,RM013,F003,2025-10-29,Due Diligence,10250000,,,,50,C025,
O00793,A0080,RM006,F010,2026-03-02,Interested,7000000,,,,25,,
O00794,A0071,RM003,F001,2025-05-16,Soft Circle,49500000,,,,75,,
O00795,A0345,RM016,F006,2025-10-14,Interested,15250000,,,,25,C001,
O00796,A0095,RM003,F009,2025-12-31,Prospect,50500000,,,,10,,
O00797,A0096,RM010,F004,2025-09-26,Prospect,47750000,,,,10,,
O00798,A0337,RM002,F004,2026-03-13,Interested,60000000,,,,25,C008,
O00799,A0018,RM007,F009,2026-02-19,Due Diligence,154000000,,,,50,C028,
O00800,A0286,RM008,F001,2026-01-13,Prospect,5000000,,,,10,,
O00801,A0243,RM013,F009,2026-03-31,Soft Circle,7500000,,,,75,,
O00802,A0015,RM005,F001,2025-05-17,Prospect,5000000,,,,10,C004,
O00803,A0070,RM004,F009,2026-03-26,Due Diligence,98750000,,,,50,C028,
O00804,A0119,RM007,F006,2025-09-25,Prospect,173000000,,,,10,,
O00805,A0090,RM014,F003,2025-06-26,Due Diligence,108000000,,,,50,,
O00806,A0066,RM002,F001,2026-04-10,Committed,153000000,145750000.0,2026-06-10,61.0,100,,
O00807,A0340,RM016,F010,2025-10-06,Lost,38750000,,2026-01-06,92.0,0,C003,Allocation Already Filled
O00808,A0368,RM008,F004,2026-01-27,Due Diligence,55250000,,,,50,C006,
O00809,A0068,RM004,F007,2026-02-27,Lost,93750000,,2026-08-05,159.0,0,C028,Pricing/Fee Concerns
O00810,A0227,RM015,F009,2025-08-13,Due Diligence,5000000,,,,50,C005,
O00811,A0171,RM016,F005,2025-06-04,Soft Circle,4250000,,,,75,C025,
O00812,A0149,RM014,F010,2026-01-30,Soft Circle,105000000,,,,75,C014,
O00813,A0381,RM004,F008,2025-05-13,Interested,2500000,,,,25,,
O00814,A0018,RM007,F010,2025-07-21,Prospect,214500000,,,,10,,
O00815,A0390,RM001,F010,2026-04-14,Interested,16250000,,,,25,,
O00816,A0126,RM013,F002,2026-02-07,Interested,9000000,,,,25,,
O00817,A0223,RM008,F004,2025-09-21,Soft Circle,2500000,,,,75,C014,
O00818,A0370,RM009,F002,2025-05-11,Prospect,5000000,,,,10,,
O00819,A0255,RM014,F004,2025-08-09,Interested,215750000,,,,25,C006,
O00820,A0304,RM016,F007,2025-09-04,Prospect,6000000,,,,10,,
O00821,A0038,RM012,F008,2025-10-09,Soft Circle,60500000,,,,75,,
O00822,A0223,RM008,F004,2025-12-06,Prospect,2500000,,,,10,C006,
O00823,A0123,RM004,F002,2025-05-01,Interested,6500000,,,,25,C015,
O00824,A0165,RM011,F005,2026-02-12,Prospect,74500000,,,,10,,
O00825,A0094,RM005,F003,2025-11-15,Prospect,10750000,,,,10,,
O00826,A0243,RM013,F002,2026-02-06,Prospect,5500000,,,,10,,
O00827,A0211,RM006,F007,2025-07-08,Soft Circle,94250000,,,,75,C009,
O00828,A0050,RM015,F001,2025-12-19,Interested,5000000,,,,25,C013,
O00829,A0290,RM015,F004,2025-10-24,Prospect,16250000,,,,10,,
O00830,A0113,RM003,F010,2025-06-01,Lost,10250000,,2025-09-29,120.0,0,,Allocation Already Filled
O00831,A0230,RM001,F005,2025-09-25,Lost,3250000,,2026-02-05,133.0,0,C008,Pricing/Fee Concerns
O00832,A0346,RM016,F008,2026-04-06,Interested,2500000,,,,25,,
O00833,A0157,RM016,F006,2025-12-12,Prospect,6500000,,,,10,,
O00834,A0253,RM004,F010,2025-05-10,Soft Circle,42250000,,,,75,C009,
O00835,A0344,RM001,F007,2025-10-04,Prospect,9250000,,,,10,,
O00836,A0246,RM002,F002,2026-04-08,Interested,21750000,,,,25,,
O00837,A0394,RM005,F003,2025-11-11,Interested,1000000,,,,25,C002,
O00838,A0032,RM001,F007,2025-11-26,Soft Circle,23250000,,,,75,C020,
O00839,A0144,RM007,F004,2025-06-26,Prospect,21750000,,,,10,C013,
O00840,A0280,RM004,F001,2025-08-11,Interested,95500000,,,,25,,
O00841,A0194,RM002,F010,2026-02-17,Due Diligence,15250000,,,,50,,
O00842,A0102,RM002,F006,2025-11-01,Lost,132750000,,2026-03-20,139.0,0,,Pricing/Fee Concerns
O00843,A0132,RM007,F005,2026-03-23,Due Diligence,71250000,,,,50,,
O00844,A0289,RM008,F007,2025-12-01,Soft Circle,16000000,,,,75,C013,
O00845,A0312,RM009,F008,2025-10-28,Lost,13750000,,2025-11-29,32.0,0,,Timing - Deferred
O00846,A0251,RM007,F003,2025-10-17,Interested,4500000,,,,25,,
O00847,A0354,RM014,F002,2025-09-22,Prospect,14500000,,,,10,,
O00848,A0205,RM014,F007,2025-10-03,Due Diligence,30000000,,,,50,,
O00849,A0327,RM004,F008,2025-08-18,Due Diligence,131750000,,,,50,,
O00850,A0041,RM008,F009,2025-10-05,Soft Circle,59750000,,,,75,,
O00851,A0395,RM002,F010,2026-01-12,Lost,12750000,,2026-07-28,197.0,0,,Client Risk Appetite
O00852,A0349,RM014,F005,2025-09-15,Lost,33000000,,2026-02-27,165.0,0,C025,Allocation Already Filled
O00853,A0356,RM002,F005,2025-09-07,Interested,2000000,,,,25,,
O00854,A0351,RM007,F008,2025-06-08,Due Diligence,10250000,,,,50,,
O00855,A0336,RM005,F010,2025-11-02,Soft Circle,6250000,,,,75,C027,
O00856,A0034,RM014,F001,2025-05-12,Prospect,104500000,,,,10,,
O00857,A0363,RM012,F002,2025-12-29,Lost,48750000,,2026-03-18,79.0,0,,Timing - Deferred
O00858,A0066,RM002,F001,2025-12-24,Committed,236500000,228000000.0,2026-06-20,178.0,100,,
O00859,A0346,RM016,F006,2025-12-19,Lost,2500000,,2026-03-31,102.0,0,,Allocation Already Filled
O00860,A0218,RM006,F004,2025-08-04,Interested,21750000,,,,25,C022,
O00861,A0113,RM003,F006,2025-11-03,Lost,16000000,,2026-01-27,85.0,0,C028,Timing - Deferred
O00862,A0124,RM007,F006,2025-11-23,Prospect,90000000,,,,10,C020,
O00863,A0107,RM004,F010,2026-02-27,Interested,77500000,,,,25,,
O00864,A0289,RM008,F003,2026-02-24,Soft Circle,15250000,,,,75,,
O00865,A0293,RM001,F009,2025-11-22,Interested,30000000,,,,25,,
O00866,A0169,RM010,F006,2025-11-02,Committed,2500000,2500000.0,2026-01-29,88.0,100,,
O00867,A0169,RM010,F007,2025-11-20,Due Diligence,5000000,,,,50,C002,
O00868,A0084,RM012,F003,2025-10-14,Interested,1000000,,,,25,,
O00869,A0157,RM016,F002,2026-02-01,Due Diligence,5250000,,,,50,C003,
O00870,A0262,RM009,F002,2025-07-07,Due Diligence,38000000,,,,50,C008,
O00871,A0247,RM013,F009,2025-06-03,Prospect,5000000,,,,10,C025,
O00872,A0051,RM010,F001,2026-01-06,Soft Circle,40500000,,,,75,C013,
O00873,A0291,RM003,F001,2025-12-02,Due Diligence,7250000,,,,50,C018,
O00874,A0397,RM013,F010,2025-12-29,Lost,36500000,,2026-02-17,50.0,0,C008,Client Risk Appetite
O00875,A0323,RM016,F010,2025-07-21,Soft Circle,76000000,,,,75,,
O00876,A0004,RM016,F006,2026-04-09,Interested,25750000,,,,25,,
O00877,A0327,RM004,F005,2025-07-27,Interested,102250000,,,,25,,
O00878,A0012,RM012,F005,2026-01-26,Prospect,2250000,,,,10,C026,
O00879,A0052,RM006,F007,2025-05-04,Due Diligence,13000000,,,,50,C011,
O00880,A0096,RM010,F007,2026-02-01,Prospect,74500000,,,,10,,
O00881,A0195,RM005,F010,2025-07-29,Soft Circle,27250000,,,,75,,
O00882,A0337,RM002,F009,2026-01-06,Prospect,57500000,,,,10,C015,
O00883,A0324,RM008,F001,2025-10-15,Prospect,23000000,,,,10,C010,
O00884,A0148,RM011,F004,2026-01-22,Lost,74500000,,2026-06-17,146.0,0,,Timing - Deferred
O00885,A0188,RM004,F004,2025-12-29,Interested,11000000,,,,25,C023,
O00886,A0066,RM002,F008,2025-12-21,Lost,48750000,,2026-05-31,161.0,0,,Liquidity Mismatch
O00887,A0380,RM003,F003,2025-11-30,Soft Circle,12000000,,,,75,,
O00888,A0108,RM008,F008,2025-06-14,Lost,5750000,,2025-09-16,94.0,0,,Liquidity Mismatch
O00889,A0079,RM015,F010,2025-08-03,Due Diligence,6000000,,,,50,,
O00890,A0396,RM016,F008,2025-05-15,Prospect,7000000,,,,10,C015,
O00891,A0083,RM012,F007,2026-01-07,Interested,5000000,,,,25,,
O00892,A0071,RM003,F006,2026-03-10,Prospect,47250000,,,,10,C021,
O00893,A0393,RM013,F008,2025-05-15,Prospect,15000000,,,,10,,
O00894,A0030,RM009,F009,2025-10-14,Prospect,27750000,,,,10,,
O00895,A0013,RM011,F010,2025-11-25,Committed,8250000,7000000.0,2026-04-26,152.0,100,,
O00896,A0180,RM008,F003,2025-12-20,Interested,1250000,,,,25,,
O00897,A0118,RM013,F004,2026-01-07,Prospect,6250000,,,,10,,
O00898,A0347,RM003,F009,2025-09-02,Committed,6250000,6500000.0,2026-01-24,144.0,100,,
O00899,A0293,RM001,F002,2025-05-11,Due Diligence,59000000,,,,50,,
O00900,A0212,RM007,F002,2025-05-27,Lost,5000000,,2025-07-14,48.0,0,,Allocation Already Filled
O00901,A0005,RM006,F008,2025-05-10,Lost,7000000,,2025-11-07,181.0,0,C027,Competing Manager Selected
O00902,A0105,RM004,F006,2025-11-14,Prospect,3000000,,,,10,,
O00903,A0354,RM014,F006,2026-03-24,Interested,27750000,,,,25,,
O00904,A0098,RM009,F002,2025-11-25,Lost,5250000,,2026-01-18,54.0,0,,Allocation Already Filled
O00905,A0011,RM014,F005,2025-10-11,Lost,19000000,,2026-03-01,141.0,0,C005,Liquidity Mismatch
O00906,A0091,RM009,F007,2026-01-26,Prospect,71250000,,,,10,,
O00907,A0301,RM012,F004,2026-03-19,Prospect,33750000,,,,10,,
O00908,A0343,RM004,F009,2025-11-17,Lost,250500000,,2025-12-21,34.0,0,,Liquidity Mismatch
O00909,A0114,RM016,F006,2026-02-01,Due Diligence,39750000,,,,50,C027,
O00910,A0092,RM009,F002,2025-08-13,Committed,5750000,6000000.0,2025-10-21,69.0,100,,
O00911,A0334,RM007,F008,2025-05-10,Soft Circle,2500000,,,,75,,
O00912,A0076,RM007,F003,2025-12-07,Interested,7000000,,,,25,C014,
O00913,A0144,RM007,F003,2026-01-26,Due Diligence,41500000,,,,50,,
O00914,A0150,RM006,F001,2025-08-04,Due Diligence,90000000,,,,50,,
O00915,A0157,RM016,F004,2026-01-28,Lost,23250000,,2026-04-10,72.0,0,,Liquidity Mismatch
O00916,A0030,RM009,F010,2026-01-02,Due Diligence,74750000,,,,50,,
O00917,A0336,RM005,F009,2025-12-08,Due Diligence,5500000,,,,50,,
O00918,A0085,RM002,F001,2025-10-11,Due Diligence,5000000,,,,50,,
O00919,A0146,RM016,F007,2026-02-18,Prospect,231000000,,,,10,,
O00920,A0252,RM008,F007,2026-01-27,Lost,17000000,,2026-03-08,40.0,0,C002,Liquidity Mismatch
O00921,A0319,RM014,F001,2025-05-06,Prospect,63250000,,,,10,,
O00922,A0231,RM003,F005,2025-07-12,Prospect,1250000,,,,10,,
O00923,A0144,RM007,F004,2025-08-25,Interested,62750000,,,,25,C016,
O00924,A0003,RM001,F006,2025-10-03,Interested,5250000,,,,25,C016,
O00925,A0196,RM009,F010,2025-08-13,Interested,20500000,,,,25,,
O00926,A0220,RM015,F002,2025-06-16,Soft Circle,9000000,,,,75,,
O00927,A0143,RM009,F009,2025-12-01,Interested,5000000,,,,25,,
O00928,A0249,RM001,F002,2025-09-15,Interested,5000000,,,,25,,
O00929,A0313,RM013,F009,2026-02-21,Interested,9500000,,,,25,C022,
O00930,A0014,RM013,F008,2025-06-05,Interested,2500000,,,,25,C026,
O00931,A0323,RM016,F009,2026-02-20,Soft Circle,27000000,,,,75,C010,
O00932,A0232,RM012,F009,2025-07-24,Due Diligence,5000000,,,,50,,
O00933,A0129,RM011,F004,2025-09-25,Due Diligence,75000000,,,,50,C018,
O00934,A0276,RM005,F001,2025-09-03,Committed,11000000,11250000.0,2026-01-29,148.0,100,C018,
O00935,A0280,RM004,F008,2025-08-30,Prospect,29750000,,,,10,,
O00936,A0301,RM012,F003,2025-05-25,Prospect,33500000,,,,10,,
O00937,A0163,RM014,F008,2026-01-07,Interested,317750000,,,,25,,
O00938,A0226,RM006,F008,2025-12-06,Due Diligence,7250000,,,,50,C016,
O00939,A0188,RM004,F003,2025-05-09,Soft Circle,6750000,,,,75,,
O00940,A0144,RM007,F001,2026-03-21,Due Diligence,52250000,,,,50,,
O00941,A0051,RM010,F009,2025-05-28,Interested,56250000,,,,25,,
O00942,A0366,RM014,F009,2026-01-30,Prospect,8500000,,,,10,,
O00943,A0050,RM015,F010,2025-12-19,Prospect,4500000,,,,10,,
O00944,A0257,RM004,F009,2025-06-21,Due Diligence,13500000,,,,50,C024,
O00945,A0158,RM007,F005,2025-12-12,Due Diligence,12500000,,,,50,C012,
O00946,A0327,RM004,F004,2025-07-10,Soft Circle,67750000,,,,75,,
O00947,A0187,RM009,F009,2025-12-16,Interested,249500000,,,,25,,
O00948,A0072,RM009,F004,2026-04-02,Prospect,306500000,,,,10,,
O00949,A0059,RM002,F003,2026-04-12,Due Diligence,14750000,,,,50,C014,
O00950,A0154,RM002,F007,2026-02-22,Due Diligence,5000000,,,,50,,
O00951,A0210,RM012,F001,2026-02-19,Due Diligence,51750000,,,,50,,
O00952,A0249,RM001,F005,2025-07-03,Prospect,11000000,,,,10,,
O00953,A0338,RM007,F010,2026-03-23,Due Diligence,38000000,,,,50,C024,
O00954,A0149,RM014,F003,2025-07-08,Due Diligence,72000000,,,,50,,
O00955,A0310,RM010,F005,2025-05-12,Prospect,6250000,,,,10,C018,
O00956,A0089,RM012,F002,2025-08-13,Interested,9000000,,,,25,C022,
O00957,A0350,RM007,F006,2026-02-02,Prospect,7500000,,,,10,,
O00958,A0038,RM012,F005,2025-05-24,Lost,50250000,,2025-10-12,141.0,0,C018,Timing - Deferred
O00959,A0319,RM014,F007,2025-12-21,Interested,284000000,,,,25,,
O00960,A0106,RM001,F007,2025-07-26,Lost,5000000,,2025-12-13,140.0,0,C020,Pricing/Fee Concerns
O00961,A0260,RM001,F006,2026-03-25,Due Diligence,220250000,,,,50,C013,
O00962,A0213,RM016,F004,2026-03-07,Interested,61000000,,,,25,,
O00963,A0227,RM015,F008,2026-02-03,Due Diligence,5500000,,,,50,,
O00964,A0392,RM009,F002,2026-01-29,Prospect,5000000,,,,10,C015,
O00965,A0236,RM006,F002,2026-02-05,Prospect,222250000,,,,10,,
O00966,A0085,RM002,F008,2026-03-15,Prospect,2500000,,,,10,,
